"Time";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"cd/o/X";"cd/o/Y";"cd/a/X";"cd/a/Y";"cd/b/X";"cd/b/Y";"ep/o/X";"ep/o/Y";"ep/a/X";"ep/a/Y";"ep/b/X";"ep/b/Y";"cou/o/X";"cou/o/Y";"cou/a/X";"cou/a/Y";"cou/b/X";"cou/b/Y";"cd/o/X";"cd/o/Y";"cd/a/X";"cd/a/Y";"cd/b/X";"cd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"Angle 183/o/X";"Angle 183/o/Y";"Angle 183/a/X";"Angle 183/a/Y";"Angle 183/b/X";"Angle 183/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y";"pd/o/X";"pd/o/Y";"pd/a/X";"pd/a/Y";"pd/b/X";"pd/b/Y"
"11,208";;;;;;;"185,455";"89,37061";"-8,391602";"258,042";"375";"70";"-13,48248";"258";"-199,7203";"-54,12592";"185,455";"89,37061";"-202,2377";"333,5664";"-129,2308";"411,6084";"-332";"339";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"442";"60";"507";"65";"179";"88"
"11,25";;;;;;;"172,8669";"94,40561";"-26,01398";"265,5944";"372";"72";"-23";"261";"-229,9301";"-46,57343";"172,8669";"94,40561";"-187,1329";"343,6364";"-139,3007";"401,5385";"-339";"342";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"444";"62";"509";"66";"172";"89"
"11,292";;;;;;;"167,832";"101,958";"-28,53149";"260,5594";"370";"74";"-27";"261";"-242,5175";"-46,57343";"167,832";"101,958";"-199,7203";"336,0839";"-139,3007";"411,6084";"-346";"342";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"444";"63";"510";"68";"172,8669";"94,40561"
"11,333";;;;;;;"162,797";"101,958";"-31,04901";"255,5245";"366";"76";"-35";"260";"-257,6224";"-46,57343";"162,797";"104,4755";"-212,3077";"323,4965";"-151,8881";"404,0559";"-354";"340";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"443";"64";"511";"69";"160,28";"96,9231"
"11,375";;;;;;;"162,797";"91,88809";"-41,1189";"255,5245";"362";"76";"-42";"255";"-265,1748";"-51,6084";"162,797";"91,88809";"-214,8252";"315,9441";"-154,4056";"406,5734";"-361";"336";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"440";"63";"512";"69";"152";"95"
"11,417";;;;;;;"160,28";"86,85309";"-43,63641";"253,007";"357";"75";"-47";"248";"-275,2448";"-59,16083";"160,28";"86,85309";"-227,4126";"320,979";"-172,028";"401,5385";"-368";"330";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"434";"64";"511";"70";"144";"89"
"11,458";;;;;;;"142,657";"86,85309";"-56,22382";"240,4196";"354";"75";"-53";"242";"-282,7972";"-59,16083";"145,175";"89,37061";"-229,9301";"310,9091";"-184,6154";"391,4685";"-374";"324";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"434";"64";"514";"71";"137";"86"
"11,5";;;;;;;"147,692";"81,81821";"-58,74127";"235,3846";"350";"76";"-60";"237";"-295,3846";"-64,1958";"147,692";"81,81821";"-227,4126";"295,8042";"-177,0629";"383,9161";"-383";"319";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"434";"65";"516";"74";"129";"84"
"11,542";;;;;;;"135,105";"81,81821";"-71,32867";"235,3846";"346";"78";"-68";"234";"-305,4545";"-69,23077";"130,0699";"84,33569";"-255,1049";"295,8042";"-192,1678";"361,2587";"-390";"314";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"434";"66";"497,6219";"71,74829";"121";"82"
"11,583";;;;;;;"127,552";"84,33569";"-81,39862";"230,3496";"343";"79";"-79";"231";"-318,0419";"-74,26569";"125,035";"84,33569";"-252,5874";"283,2168";"-194,6853";"376,3636";"-401";"311";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"434";"68";"499";"74";"112";"80"
"11,625";;;;;;;"109,9301";"79,30069";"-91,46851";"230,3496";"339";"81";"-89";"228";"-338,1818";"-81,81818";"109,9301";"79,30069";"-267,6923";"285,7343";"-209,7902";"356,2238";"-412";"308";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"432";"70";"502";"78";"104";"78"
"11,667";;;;;;;"99,85999";"76,7832";"-106,5734";"230,3496";"333";"85";"-107";"228";"-358,3217";"-84,33569";"102,3781";"76,7832";"-292,8671";"290,7692";"-240";"371,3287";"-433";"304";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"431";"75";"504";"83";"89";"77"
"11,708";;;;;;;"97,34302";"81,81821";"-119,1608";"230,3496";"328";"88";"-116";"231";"-360,8392";"-81,81818";"94,82495";"81,81821";"-300,4196";"293,2867";"-250,0699";"363,7762";"-450";"302";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"429";"79";"504";"88";"78";"79"
"11,75";;;;;;;"87,27295";"89,37061";"-126,7133";"237,9021";"322";"92";"-129";"235";"-380,979";"-81,81818";"87,27295";"86,85309";"-313,007";"288,2518";"-265,1748";"371,3287";"-467";"302";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"426";"83";"503";"93";"84,755";"91,88809"
"11,792";;;;;;;"77,203";"89,37061";"-146,8531";"237,9021";"312";"97";"-143";"240";"-403,6364";"-84,33569";"77,203";"91,88809";"-323,0769";"295,8042";"-282,7972";"371,3287";"-485";"302";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"421";"88";"500";"98";"71";"96"
"11,833";;;;;;;"59,58002";"91,88809";"-169,5105";"212,7273";"304";"103";"-172,028";"212,7273";"-408,6713";"-84,33569";"59,58002";"96,9231";"-348,2518";"300,8392";"-297,9021";"376,3636";"-507";"303";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"415";"93";"495";"104";"56";"101"
"11,875";;;;;;;"49,51001";"96,9231";"-207,2727";"230,3496";"293";"108";"-207,2727";"225,3147";"-433,8461";"-79,30072";"49,51001";"94,40561";"-358,3217";"298,3217";"-313,007";"383,9161";"-530";"305";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"407";"97";"489";"109";"40";"105"
"11,917";;;;;;;"26,85309";"99,44061";"-217,3427";"235,3846";"281";"114";"-217,3427";"240,4196";"-461,5385";"-79,30072";"26,85309";"101,958";"-386,014";"315,9441";"-338,1818";"391,4685";"-553";"306";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"397";"103";"481";"114";"23";"111"
"11,958";;;;;;;"6,713318";"106,993";"-237,4825";"247,972";"268";"119";"-240";"247,972";"-471,6084";"-79,30072";"6,713318";"106,993";"-398,6014";"318,4615";"-365,8741";"401,5385";"-575";"307";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"387";"107";"471";"119";"6";"117"
"12";;;;;;;"-0,8391724";"114,5454";"-265,1748";"245,4546";"255";"122";"-265,1748";"250,4895";"-489,2308";"-76,7832";"-3,356628";"117,0629";"-416,2238";"320,979";"-378,4615";"404,0559";"-597";"308";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"374";"111";"460";"124";"-14";"121"
"12,042";;;;;;;"-26,01398";"119,5804";"-255,1049";"268,1119";"242";"125";"-257,6224";"265,5944";"-506,8531";"-74,26569";"-26,01398";"119,5804";"-433,8461";"315,9441";"-398,6014";"411,6084";"-618";"308";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"355";"114";"446";"129";"-32";"124"
"12,083";;;;;;;"-51,18878";"119,5804";"-282,7972";"268,1119";"228";"129";"-285,3147";"268,1119";"-514,4056";"-76,7832";"-43,63641";"114,5454";"-466,5734";"336,0839";"-416,2238";"416,6434";"-638";"309";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"335";"118";"429";"134";"-53";"127"
"12,125";;;;;;;"-56,22382";"119,5804";"-292,8671";"283,2168";"211";"132";"-292,8671";"290,7692";"-526,993";"-69,23077";"-56,22382";"119,5804";"-479,1608";"343,6364";"-436,3636";"429,2308";"-656";"312";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"311";"122";"409";"139";"-56,22382";"114,5454"
"12,167";;;;;;;"-78,8811";"114,5454";"-343,2168";"290,7692";"174";"136";"-343,2168";"288,2518";"-539,5804";"-76,7832";"-78,8811";"117,0629";"-501,8182";"356,2238";"-461,5385";"431,7483";"-680";"312";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"271";"128";"373";"147";"-99";"118"
"12,208";;;;;;;"-116,6434";"114,5454";"-350,7692";"303,3566";"145";"137";"-348,2518";"303,3566";"-534,5454";"-79,30072";"-116,6434";"114,5454";"-506,8531";"358,7413";"-474,1259";"444,3357";"-698";"312";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"242";"130";"348";"150";"-133";"118"
"12,25";;;;;;;"-144,3356";"117,0629";"-393,5664";"308,3916";"114";"138";"-398,6014";"308,3916";"-559,7203";"-76,7832";"-141,8182";"114,5454";"-519,4406";"376,3636";"-499,3007";"449,3706";"-714";"311";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"210";"131";"321";"153";"-146,8531";"114,5454"
"12,292";;;;;;;"-169,5105";"106,993";"-408,6713";"333,5664";"84";"137";"-411,1888";"331,049";"-559,7203";"-74,26569";"-169,5105";"104,4755";"-537,0629";"371,3287";"-501,8182";"451,8881";"-725";"310";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"174";"131";"268,531";"149,7902";"-182";"111"
"12,333";;;;;;;"-194,6853";"99,44061";"-408,6713";"320,979";"52";"131";"-411,1888";"323,4965";"-572,3077";"-71,74823";"-194,6853";"99,44061";"-539,5804";"371,3287";"-516,9231";"454,4056";"-730";"305";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"135";"129";"233";"152";"-199,7203";"101,958"
"12,375";;;;;;;"-232,4476";"96,9231";"-438,8811";"310,9091";"18";"126";"-436,3636";"313,4266";"-582,3776";"-74,26569";"-229,9301";"96,9231";"-534,5454";"381,3986";"-519,4406";"454,4056";"-735";"304";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"114,965";"124,6154";"196";"153";"-229,9301";"104,4755"
"12,417";;;;;;;"-270,2098";"69,2308";"-461,5385";"315,9441";"-18";"123";"-458,8668";"315,0689";"-589,9301";"-84,33569";"-267,6923";"66,71329";"-554,6853";"371,3287";"-529,5105";"449,3706";"-739";"298";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"70";"123";"157";"154";"-262,6573";"69,2308"
"12,458";;;;;;;"1285,594";"431,7483";"1539,86";"381,3986";"1542,378";"177,4825";"-482,0215";"316,7228";"-610,0699";"-76,7832";"-300,4196";"49,09091";"-554,6853";"366,2937";"-537,0629";"434,2657";"-743";"299";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"26,85309";"117,0629";"118";"154";"-299";"59"
"12,5";;;;;;;"1544,895";"424,1958";"1542,378";"517,3427";"1542,378";"3,776184";"-505";"315";"-615,1049";"-81,81818";"-333,1469";"41,53851";"-574,8252";"363,7762";"-542,0979";"439,3007";"-693";"354";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-11";"117";"77";"154";"-333,1469";"41,53851"
"12,542";;;;;;;"1544,895";"499,7203";"1542,378";"602,9371";"1544,895";"104,4755";"-510,1378";"315,0689";"-615,1049";"-86,85309";"-380,979";"36,50351";"-567,2727";"376,3636";"-542,0979";"439,3007";"-698";"352";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-47";"119";"39";"154";"-378";"39"
"12,583";;;;;;;"1542,378";"618,042";"1542,378";"791,7482";"1544,895";"86,85309";"-530";"316";"-620,1399";"-89,37061";"-416,2238";"46,57339";"-587,8816";"372,4693";"-543,3256";"438,4123";"-702";"349";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-68";"126";"13";"152";"-407";"49"
"12,625";;;;;;;"1529,79";"640,6993";"1544,895";"784,1958";"1544,895";"597,9021";"-543";"322";"-622,6573";"-86,85309";"-418,7413";"49,09091";"-582,5349";"374,2516";"-555,8012";"445,5412";"-710";"348";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-68";"130";"18";"150";"-408";"62"
"12,667";;;;;;;"1542,378";"789,2308";"1544,895";"789,2308";"1542,378";"399,021";"-549";"326";"-622,6573";"-89,37061";"-413,7063";"81,81821";"-602,1395";"365,3404";"-573,6237";"447,3235";"-724";"346";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-51,18878";"122,0979";"41,95801";"132,1678";"-391";"82"
"12,708";;;;;;;"1544,895";"791,7482";"1038,881";"786,7133";"1544,895";"247,972";"-553";"322";"-632,7273";"-89,37061";"-484";"209";"-618,1797";"381,3805";"-586,0993";"443,759";"-734";"344";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-61";"126";"32";"140";"-403,6364";"89,37061"
"12,75";;;;;;;"1532,308";"789,2308";"1376,224";"789,2308";"1544,895";"293,2867";"-557";"316";"-635,2448";"-89,37061";"-486";"197";"-627,0909";"359,9937";"-595,0106";"443,759";"-746";"340";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-72";"112";"24";"134";"-405";"77"
"12,792";;;;;;;"1542,378";"791,7482";"1507,133";"776,6434";"1544,895";"789,2308";"-566";"306";"-642,7972";"-91,88812";"-493";"179";"-636,0021";"361,7759";"-612,8329";"452,6702";"-754";"337";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-86";"104";"9";"131";"-414";"49"
"12,833";;;;;;;"1527,273";"668,3916";"1544,895";"791,7482";"1542,378";"84,33569";"-579";"297";"-652,8671";"-101,9581";"-505";"165";"-646,6956";"376,0338";"-616,3975";"445,5412";"-759";"336";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-100";"100";"-21";"123";"-430";"36"
"12,875";;;;;;;"1542,378";"663,3566";"1542,378";"771,6084";"1544,895";"134,6853";"-594";"294";"-655,3846";"-101,9581";"-517";"164";"-650,26";"358,2114";"-628,8731";"417,0254";"-770";"330";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-113";"99";"-24";"127";"-442";"34"
"12,917";;;;;;;"1542,378";"497,2028";"1537,343";"550,0699";"1542,378";"-142,2378";"-582,9096";"303,4916";"-662,9371";"-109,5105";"-451,4685";"28,95099";"-662,7357";"361,7759";"-637,7844";"427,7188";"-774";"330";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-125";"98";"-41";"125";"-453";"30"
"12,958";;;;;;;"1542,378";"378,8811";"1519,72";"341,1189";"1542,378";"-8,811218";"-594";"299";"-667,972";"-114,5455";"-464,0559";"13,84613";"-668,0825";"358,2114";"-644,9133";"425,9366";"-783";"326";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-144";"95";"-61";"123";"-468";"23"
"13";;;;;;;"1494,545";"346,1538";"1544,895";"507,2727";"1542,378";"-28,95099";"-605";"296";"-667,972";"-112,028";"-543,2159";"154,6401";"-682,3404";"352,8647";"-657,389";"425,9366";"-792";"323";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-161";"93";"-82";"121";"-485";"14"
"13,042";;;;;;;"1542,378";"416,6434";"1544,895";"444,3357";"1542,378";"-71,74823";"-616";"293";"-678,042";"-117,0629";"-557";"149";"-687,6871";"352,8647";"-659,1712";"420,5898";"-799";"321";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-179";"91";"-105";"119";"-501";"6"
"13,083";;;;;;;"1489,51";"426,7133";"1544,895";"472,028";"1542,378";"-16,36359";"-627";"290";"-680,5594";"-124,6154";"-569";"143";"-684,1226";"349,3002";"-666,3002";"417,0254";"-806";"318";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-171";"94";"-125";"117";"-517";"0"
"13,125";;;;;;;"1544,895";"300,8392";"1544,895";"368,8112";"1542,378";"-96,9231";"-636";"288";"-683,0769";"-122,0979";"-529,5105";"-3,776184";"-687,6871";"343,9535";"-669,8647";"413,4609";"-811";"317";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-194";"92";"-144";"116";"-531";"-4"
"13,167";;;;;;;"1544,895";"368,8112";"1539,86";"572,7273";"1539,86";"-81,81818";"-638";"287";"-680,5594";"-122,0979";"-542,0979";"-11,32867";"-687,6871";"345,7357";"-659,1712";"415,2431";"-795";"322";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-206";"90";"-163";"114";"-537,0629";"-13,84613"
"13,208";;;;;;;"1544,895";"421,6783";"1542,378";"524,8951";"1544,895";"-1,258728";"-633";"285";"-675,5245";"-119,5804";"-534,5454";"-23,91608";"-682,3404";"340,389";"-655,6068";"415,2431";"-787";"324";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-205";"88";"-162";"113";"-537";"-17"
"13,25";;;;;;;"1544,895";"688,5315";"1544,895";"607,972";"1542,378";"529,9301";"-624";"287";"-675,5245";"-119,5804";"-537,0629";"-21,39862";"-666,3002";"349,3002";"-652,0423";"427,7188";"-794";"320";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-212";"84";"-155";"113";"-530";"-14"
"13,292";;;;;;;"1537,343";"789,2308";"1542,378";"776,6434";"1544,895";"300,8392";"-620";"291";"-673,007";"-117,0629";"-537,0629";"-16,36359";"-661,0909";"351,0824";"-652,0423";"429,5011";"-791";"323";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-194";"89";"-147";"114";"-525";"-6"
"13,333";;;;;;;"1544,895";"756,5035";"1539,86";"786,7133";"1539,86";"240,4196";"-619";"294";"-673,007";"-117,0629";"-519,4406";"-11,32867";"-671,7844";"356,4292";"-646,8329";"434,8478";"-792";"324";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-184";"92";"-143";"115";"-521";"-1"
"13,375";;;;;;;"1544,895";"628,1119";"1522,238";"585,3147";"1542,378";"260,5594";"-621";"294";"-667,972";"-119,5804";"-524,4755";"-3,776184";"-671,7844";"356,4292";"-655,7442";"417,0254";"-793";"325";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-185";"92";"-143";"115";"-520";"-1"
"13,417";;;;;;;"1544,895";"514,8252";"1534,825";"456,9231";"1544,895";"129,6504";"-623";"294";"-675,5245";"-114,5455";"-565";"142";"-677,131";"349,3002";"-646,8329";"418,8076";"-795";"325";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-189";"92";"-144";"116";"-520";"-4"
"13,458";;;;;;;"1527,273";"771,6084";"1534,825";"409,0909";"1544,895";"242,9371";"-623";"294";"-675,5245";"-112,028";"-565";"139";"-671,7844";"356,4292";"-661,0909";"422,3721";"-795";"325";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-196";"91";"-151";"115";"-521";"-9"
"13,5";;;;;;;"1527,273";"401,5385";"1544,895";"283,2168";"1532,308";"-86,85309";"-623";"292";"-673,007";"-117,0629";"-566";"135";"-686,0423";"354,6469";"-655,7442";"424,1543";"-794";"324";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-197";"90";"-157";"114";"-525";"-13"
"13,542";;;;;;;"1512,168";"207,6923";"1524,755";"154,8252";"1544,895";"-132,1678";"-619";"292";"-667,972";"-109,5105";"-564";"133";"-671,7844";"367,1226";"-648,6152";"424,1543";"-792";"324";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-209";"85";"-153";"114";"-523";"-16"
"13,583";;;;;;;"1544,895";"247,972";"1544,895";"280,6993";"1542,378";"-112,028";"-612";"294";"-665,4546";"-114,5455";"-557";"135";"-677,131";"356,4292";"-648,6152";"420,5898";"-785";"328";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-207";"85";"-149";"114";"-519";"-15"
"13,625";;;;;;;"1532,308";"205,1748";"1544,895";"308,3916";"1544,895";"-185,035";"-608";"295";"-662,9371";"-109,5105";"-552";"138";"-671,7844";"368,9048";"-648,6152";"427,7188";"-783";"328";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-204";"85";"-144";"114";"-514";"-11"
"13,667";;;;;;;"1534,825";"278,1818";"1544,895";"104,4755";"1529,79";"-81,81818";"-603";"295";"-657,9021";"-106,993";"-550";"138";"-668,2198";"358,2114";"-641,4862";"417,0254";"-786";"324";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-196";"85";"-135";"115";"-508";"-10"
"13,708";;;;;;;"1544,895";"295,8042";"1527,273";"346,1538";"1459,301";"1,258728";"-598";"295";"-657,9021";"-112,028";"-544";"138";"-664,6554";"365,3404";"-637,9218";"418,8076";"-783";"324";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-191";"85";"-130";"115";"-502";"-10"
"13,75";;;;;;;"1537,343";"134,6853";"1544,895";"288,2518";"1542,378";"-195,1049";"-592";"294";"-660,4196";"-114,5455";"-536";"138";"-662,8731";"365,3404";"-632,575";"417,0254";"-779";"324";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-184";"84";"-123";"115";"-495";"-11"
"13,792";;;;;;;"1542,378";"250,4895";"1544,895";"404,0559";"1544,895";"-18,8811";"-586";"293";"-657,9021";"-114,5455";"-529";"137";"-653,9619";"361,7759";"-634,3573";"420,5898";"-774";"324";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-171";"83";"-114";"114";"-486";"-11"
"13,833";;;;;;;"1544,895";"222,7972";"1544,895";"230,3496";"1544,895";"6,293701";"-579";"292";"-655,3846";"-109,5105";"-521";"137";"-645,0507";"363,5581";"-629,0106";"422,3721";"-768";"324";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-159";"81";"-101";"114";"-476";"-11"
"13,875";;;;;;;"1509,65";"210,2098";"1534,825";"154,8252";"1542,378";"-154,8252";"-570";"291";"-657,9021";"-117,0629";"-511";"136";"-636,1395";"354,6469";"-620,0993";"422,3721";"-762";"326";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-140";"80";"-85";"114";"-460";"-11"
"13,917";;;;;;;"1544,895";"69,2308";"1542,378";"127,1329";"1537,343";"-122,0979";"-560";"290";"-637,7622";"-122,0979";"-499";"135";"-612,9704";"345,7357";"-609,4059";"415,2431";"-755,5497";"286,9218";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"-128";"76";"-67";"115";"-442";"-11"
